user_id,monthly_income,monthly_outcome,class,active_loans_interval_0,sum_loans_interval_0,delinquencies_interval_0,delinq_sum_interval_0,active_loans_interval_1,sum_loans_interval_1,delinquencies_interval_1,delinq_sum_interval_1,active_loans_interval_2,sum_loans_interval_2,delinquencies_interval_2,delinq_sum_interval_2,active_loans_interval_3,sum_loans_interval_3,delinquencies_interval_3,delinq_sum_interval_3,active_loans_interval_4,sum_loans_interval_4,delinquencies_interval_4,delinq_sum_interval_4,active_loans_interval_5,sum_loans_interval_5,delinquencies_interval_5,delinq_sum_interval_5,active_loans_interval_6,sum_loans_interval_6,delinquencies_interval_6,delinq_sum_interval_6,active_loans_interval_7,sum_loans_interval_7,delinquencies_interval_7,delinq_sum_interval_7,tenure,longest_duration,preferred_institution,preferred_account_type,preferred_credit_type,preferred_payment_freq
493,303522,831221,1,10,708813.0,0,0.0,10,708813.0,0,0.0,10,708813.0,0,0.0,10,708813.0,0,0.0,9,680218.0,0,0.0,10,680218.0,0,0.0,10,461218.0,0,0.0,12,461218.0,0,0.0,2053,225.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
494,10126,46624,1,20,580191.0,0,0.0,20,580191.0,0,0.0,20,580191.0,0,0.0,20,580191.0,0,0.0,26,580191.0,1,4334.0,46,574822.0,1,34260.0,39,404221.0,2,849815.0,75,381004.0,0,0.0,7110,360.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
495,5765,4257,0,7,8683.0,0,0.0,7,8683.0,0,0.0,7,8683.0,0,0.0,7,8683.0,0,0.0,7,8683.0,1,14457.8125,6,8683.0,0,0.0,6,8683.0,0,0.0,8,6187.0,1,125189.4375,4710,18.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
496,41003,7075,0,9,455282.0,0,0.0,9,455282.0,0,0.0,9,455282.0,2,60116.0,15,455282.0,1,24350.0,24,448064.0,0,0.0,14,128364.0,1,213600.0,13,94749.0,1,20625.0,22,94048.0,0,0.0,4309,360.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Mensual
497,95794,5682,0,3,52326.0,0,0.0,3,52326.0,0,0.0,3,52326.0,0,0.0,3,52326.0,0,0.0,3,52326.0,0,0.0,3,52326.0,0,0.0,3,52326.0,1,880617.75,4,52326.0,0,0.0,3901,48.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Quincenal
498,123576,16265,0,13,640112.0,0,0.0,13,640112.0,0,0.0,13,640112.0,0,0.0,13,640112.0,0,0.0,13,640112.0,0,0.0,15,640112.0,0,0.0,15,640112.0,2,1375283921.375,19,769826.0,1,9433798.75,6579,120.0,BANCO,Pagos Fijos,Línea de Crédito,Mensual
499,106,32,0,2,5857.0,0,0.0,2,5857.0,0,0.0,2,5857.0,0,0.0,2,5857.0,0,0.0,2,5857.0,0,0.0,1,537.0,0,0.0,2,537.0,0,0.0,0,0.0,0,0.0,702,10.0,BANCO,Pagos Fijos,Préstamo Personal ,Catorcenal
500,329,1392,0,12,91067.0,1,289280.0,12,91067.0,0,0.0,13,91067.0,0,0.0,13,91067.0,0,0.0,16,91067.0,1,1242854.4375,12,86781.0,1,12570.6875,20,86781.0,0,0.0,46,69176.0,4,4577147.6875,2213,30.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Una sola exhibición
501,6392,822,0,6,53042.0,0,0.0,6,53042.0,0,0.0,6,53042.0,0,0.0,6,53042.0,0,0.0,6,53042.0,3,18107086.125,5,52042.0,0,0.0,4,50405.0,0,0.0,3,49410.0,2,16683767.75,3014,1.0,FONDOS Y FIDEICOMISOS,Revolvente,Línea de Crédito,Mensual
502,9489,14879,1,3,33220.0,0,0.0,3,33220.0,0,0.0,3,33220.0,0,0.0,3,33220.0,0,0.0,7,33220.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,380,31.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
503,126082,149378,1,4,203112.0,0,0.0,4,203112.0,0,0.0,4,203112.0,0,0.0,4,203112.0,0,0.0,4,203112.0,0,0.0,4,203112.0,0,0.0,4,203112.0,0,0.0,4,203112.0,0,0.0,2109,72.0,COBRANZA,Pagos Fijos,Préstamo Personal ,Semanal
504,22936,175,1,5,16529.0,0,0.0,5,16529.0,0,0.0,5,16529.0,0,0.0,5,16529.0,0,0.0,4,15529.0,0,0.0,8,15529.0,0,0.0,8,15529.0,1,3654965.4375,10,0.0,1,50526.25,1832,119.0,BANCO,Pagos Fijos,Línea de Crédito,Mensual
505,620,1912,0,5,311038.0,0,0.0,5,311038.0,0,0.0,5,311038.0,0,0.0,5,311038.0,0,0.0,6,311038.0,2,64314.4375,5,304702.0,0,0.0,4,304702.0,1,30437.5,4,304702.0,0,0.0,6199,360.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
506,14973,12673,0,4,52493.0,0,0.0,4,52493.0,0,0.0,4,52493.0,0,0.0,4,52493.0,0,0.0,4,52493.0,0,0.0,4,52493.0,2,10673031.125,6,52493.0,1,3867449.625,8,18176.0,0,0.0,5407,18.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
507,1483,8309,1,6,59206.0,0,0.0,6,59206.0,0,0.0,6,59206.0,0,0.0,6,59206.0,0,0.0,6,59206.0,0,0.0,6,59206.0,0,0.0,6,59206.0,1,99195.8125,7,59206.0,0,0.0,2727,72.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
508,4217,20964,0,4,8439.0,0,0.0,4,8439.0,0,0.0,4,8439.0,0,0.0,4,8439.0,0,0.0,4,8439.0,0,0.0,3,5939.0,0,0.0,3,5939.0,1,227124.625,2,0.0,0,0.0,2161,16.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
509,48959,47290,1,7,209235.0,0,0.0,8,209235.0,0,0.0,7,168967.0,0,0.0,9,168967.0,0,0.0,13,168967.0,0,0.0,7,168967.0,0,0.0,7,168967.0,0,0.0,5,55749.0,0,0.0,4213,36.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
510,13007,31561,1,6,128563.0,0,0.0,6,128563.0,0,0.0,6,128563.0,0,0.0,7,128563.0,0,0.0,8,128563.0,0,0.0,7,128563.0,0,0.0,8,128563.0,0,0.0,9,128563.0,0,0.0,4366,144.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
511,3225,245,0,2,5219.0,0,0.0,2,5219.0,0,0.0,2,5219.0,0,0.0,2,5219.0,0,0.0,2,5219.0,0,0.0,2,5219.0,1,13748.0,2,3255.0,0,0.0,1,0.0,1,18750.0,817,1.0,TIENDAS,Pagos Fijos,Línea de Crédito,Quincenal
512,15884,13786,1,3,59343.0,0,0.0,3,59343.0,0,0.0,3,59343.0,0,0.0,3,59343.0,0,0.0,5,59343.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,361,12.0,KONFIO,Pagos Fijos,Préstamo Personal ,Quincenal
513,914,280,0,7,23488.0,0,0.0,7,23488.0,0,0.0,7,23488.0,0,0.0,7,23488.0,0,0.0,7,23488.0,4,28755.9375,1,876.0,0,0.0,1,876.0,0,0.0,1,876.0,0,0.0,2037,1.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
514,754,1800,0,4,22565.0,0,0.0,4,22565.0,0,0.0,4,22565.0,0,0.0,4,22565.0,0,0.0,4,22565.0,0,0.0,5,22565.0,0,0.0,1,14061.0,0,0.0,2,14061.0,0,0.0,3465,24.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
515,226,3182,0,11,119188.0,1,61438.0,11,119188.0,1,97095.625,11,119188.0,0,0.0,12,119188.0,0,0.0,12,119188.0,0,0.0,17,119188.0,0,0.0,7,54179.0,0,0.0,10,54179.0,0,0.0,2802,1.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
516,107,2602,0,8,208137.0,0,0.0,8,208137.0,1,1886276.0,9,214027.0,2,6780620.0,9,214027.0,0,0.0,10,214027.0,1,2267472.0,12,214027.0,0,0.0,11,214027.0,1,10875.0,5,172886.0,0,0.0,9279,360.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
517,2146,90,1,1,4177.0,0,0.0,1,4177.0,0,0.0,1,4177.0,0,0.0,1,4177.0,0,0.0,2,4177.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2445,20.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
518,2702,2493,1,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,385,1.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
519,14006,12980,1,1,307808.0,0,0.0,1,307808.0,0,0.0,1,307808.0,0,0.0,1,307808.0,0,0.0,1,307808.0,0,0.0,1,307808.0,0,0.0,1,307808.0,0,0.0,1,307808.0,0,0.0,1104,360.0,SERVICIOS,Hipoteca,Hipotecario O Vivienda,Mensual
520,224255,250790,1,10,440545.0,0,0.0,10,440545.0,0,0.0,10,440545.0,0,0.0,10,440545.0,0,0.0,10,440545.0,1,251139.8125,9,382121.0,0,0.0,9,299342.0,0,0.0,9,278414.0,0,0.0,1923,120.0,BANCO,Revolvente,Línea de Crédito,Mensual
521,2068,2409,1,5,29543.0,0,0.0,5,29543.0,0,0.0,5,29543.0,0,0.0,5,29543.0,0,0.0,5,29543.0,0,0.0,4,4434.0,0,0.0,4,4434.0,0,0.0,16,4434.0,4,6599005.0,3986,104.0,TIENDAS,Pagos Fijos,Línea de Crédito,Semanal
522,173871,173767,0,3,570089.0,0,0.0,3,570089.0,0,0.0,3,570089.0,0,0.0,3,570089.0,0,0.0,3,570089.0,2,1373400.875,3,570089.0,0,0.0,3,570089.0,0,0.0,4,570089.0,0,0.0,2935,360.0,SERVICIOS,Revolvente,Tarjeta de Crédito,Mensual
523,9974,121,0,4,13027.0,0,0.0,4,13027.0,0,0.0,4,13027.0,0,0.0,4,13027.0,1,139708.125,4,13027.0,0,0.0,3,12262.0,0,0.0,3,12262.0,0,0.0,3,12262.0,3,4005162.0,6214,100.0,TIENDAS,Pagos Fijos,Crédito al Consumo,Semanal
524,316,4902,1,12,168048.0,0,0.0,12,168048.0,0,0.0,12,168048.0,0,0.0,11,145430.0,1,3269.0,10,145430.0,0,0.0,11,161431.0,0,0.0,11,174459.0,0,0.0,13,174459.0,0,0.0,1706,90.0,BANCO,Revolvente,Línea de Crédito,Mensual
525,507120,36009,0,15,606014.0,0,0.0,15,606014.0,0,0.0,15,606014.0,0,0.0,15,606014.0,0,0.0,15,606014.0,1,108773702.375,15,606014.0,2,1656743.5625,15,606014.0,2,15309149.375,19,606014.0,0,0.0,3131,36.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
526,66224,68507,1,8,406099.0,0,0.0,8,406099.0,0,0.0,8,406099.0,0,0.0,8,406099.0,0,0.0,6,94198.0,0,0.0,7,94198.0,0,0.0,7,94198.0,0,0.0,10,94198.0,0,0.0,3954,48.0,BANCO,Pagos Fijos,Tarjeta de Crédito,Mensual
527,9404,1000,1,1,29355.0,0,0.0,1,29355.0,0,0.0,1,29355.0,0,0.0,1,29355.0,0,0.0,1,29355.0,0,0.0,1,29355.0,0,0.0,1,0.0,0,0.0,2,0.0,0,0.0,2178,60.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
528,233,129,0,2,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,3,0.0,0,0.0,3,0.0,0,0.0,2,0.0,0,0.0,2745,12.0,BANCO,Sin Límite Preestablecido,Préstamo Personal ,Mensual
529,232,11056,0,3,110747.0,0,0.0,3,110747.0,0,0.0,3,110747.0,0,0.0,3,110747.0,0,0.0,3,110747.0,0,0.0,4,110747.0,1,579978.0,6,110747.0,1,8722.0,6,67069.0,0,0.0,1802,60.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
530,1258062,1108631,1,7,461167.0,0,0.0,7,461167.0,0,0.0,7,461167.0,0,0.0,7,461167.0,0,0.0,7,461167.0,0,0.0,7,128467.0,0,0.0,6,102213.0,0,0.0,5,74310.0,0,0.0,1515,95.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
531,54311,164359,1,7,98130.0,0,0.0,7,98130.0,0,0.0,7,98130.0,0,0.0,7,98130.0,0,0.0,9,98130.0,0,0.0,8,98130.0,0,0.0,9,98130.0,0,0.0,12,61220.0,0,0.0,3522,12.0,BANCO,Pagos Fijos,Aparatos - Muebles,Mensual
532,52561,29378,0,2,1457.0,0,0.0,2,1457.0,0,0.0,2,1457.0,0,0.0,2,1457.0,0,0.0,2,1457.0,0,0.0,3,1457.0,0,0.0,4,1457.0,1,576516.6875,6,1457.0,0,0.0,4273,72.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
533,79101,37246,0,9,431824.0,0,0.0,9,431824.0,0,0.0,9,431824.0,0,0.0,9,431824.0,0,0.0,9,431824.0,0,0.0,9,431824.0,2,218084.6875,9,431824.0,1,154896.4375,12,431824.0,0,0.0,3780,0.0,COMUNICACIONES,Revolvente,Línea de Crédito,Mensual
534,103988,4347,0,1,1425.0,0,0.0,1,1425.0,0,0.0,1,1425.0,0,0.0,1,1425.0,0,0.0,1,1425.0,1,21375.0,1,1425.0,0,0.0,1,1425.0,0,0.0,3,1425.0,0,0.0,3041,1.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Quincenal
535,1079,118,0,2,6756.0,0,0.0,2,6756.0,0,0.0,2,6756.0,0,0.0,2,6756.0,0,0.0,2,6756.0,0,0.0,2,6756.0,0,0.0,1,6756.0,0,0.0,2,6756.0,0,0.0,2623,0.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
536,1450,294,1,2,550.0,0,0.0,2,550.0,0,0.0,2,550.0,0,0.0,1,550.0,0,0.0,1,550.0,0,0.0,1,550.0,0,0.0,1,550.0,0,0.0,0,0.0,0,0.0,621,0.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
537,103304,65497,0,5,333199.0,0,0.0,5,333199.0,0,0.0,5,333199.0,0,0.0,5,333199.0,0,0.0,5,333199.0,2,6003684.5,6,333199.0,0,0.0,6,333199.0,0,0.0,12,362268.0,1,1433332.3125,7977,60.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
538,62875,106617,1,3,387821.0,0,0.0,3,387821.0,0,0.0,3,387821.0,0,0.0,3,387821.0,0,0.0,3,387821.0,0,0.0,4,387821.0,0,0.0,4,387821.0,0,0.0,6,420291.0,0,0.0,3092,360.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
539,309,3842,1,5,70866.0,0,0.0,5,70866.0,0,0.0,5,70866.0,0,0.0,5,70866.0,0,0.0,6,70866.0,0,0.0,10,70866.0,3,1436705.25,6,56576.0,0,0.0,12,56576.0,2,758543.25,4952,65.0,BANCO,Pagos Fijos,Préstamo Personal ,Semanal
540,73075,107541,1,8,1730407.0,0,0.0,8,1730407.0,0,0.0,8,1730407.0,0,0.0,8,1730407.0,0,0.0,9,1730407.0,0,0.0,10,1730407.0,0,0.0,9,1520045.0,0,0.0,10,1326871.0,0,0.0,4917,360.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
541,1331,2119,0,20,226800.0,0,0.0,20,226800.0,0,0.0,20,226800.0,0,0.0,23,226800.0,0,0.0,20,176639.0,0,0.0,16,148132.0,0,0.0,8,10612.0,1,20160.0,16,7011.0,3,78750.0,2511,80.0,BANCO,Pagos Fijos,Préstamo Personal ,Semanal
542,39894,110755,1,12,768851.0,0,0.0,12,768851.0,0,0.0,12,768851.0,0,0.0,12,768851.0,0,0.0,12,768851.0,0,0.0,14,768851.0,4,353858.75,12,623258.0,0,0.0,12,286367.0,0,0.0,2992,360.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Mensual
543,46419,31266,1,1,24087.0,0,0.0,1,24087.0,0,0.0,1,24087.0,0,0.0,1,24087.0,0,0.0,2,24087.0,0,0.0,1,24087.0,0,0.0,1,24087.0,0,0.0,0,0.0,0,0.0,564,72.0,BANCO,Pagos Fijos,Préstamo de Nomina,Quincenal
544,1169,2113,1,2,13762.0,0,0.0,2,13762.0,0,0.0,2,13762.0,0,0.0,2,13762.0,0,0.0,2,13762.0,0,0.0,2,13762.0,0,0.0,3,13762.0,0,0.0,4,13762.0,0,0.0,1454,0.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
545,284369,106088,0,3,30309.0,0,0.0,3,30309.0,0,0.0,3,30309.0,0,0.0,3,30309.0,0,0.0,3,30309.0,0,0.0,3,30309.0,0,0.0,3,30309.0,1,2881375.0,4,30309.0,1,5953909.8125,4692,240.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Semanal
546,906,1561,0,3,11709.0,0,0.0,3,11709.0,0,0.0,3,11709.0,0,0.0,3,11709.0,0,0.0,3,11709.0,0,0.0,3,11709.0,0,0.0,3,11709.0,0,0.0,4,11709.0,0,0.0,3527,1.0,BANCO,Sin Límite Preestablecido,Línea de Crédito,Mensual
547,26198,15772,0,9,69760.0,0,0.0,9,69760.0,0,0.0,9,69760.0,0,0.0,9,69760.0,0,0.0,11,69760.0,3,1754013.6875,11,69760.0,0,0.0,11,69760.0,0,0.0,15,69760.0,0,0.0,4428,36.0,FINANCIERA,Revolvente,Tarjeta de Crédito,Mensual
548,80975,27289,0,8,308205.0,1,12255945.0,8,308205.0,2,24130819.5625,8,308205.0,0,0.0,8,308205.0,0,0.0,8,308205.0,0,0.0,8,308205.0,0,0.0,8,308205.0,0,0.0,10,308205.0,2,10890418.0,2679,360.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
549,2864,28630,0,5,37671.0,0,0.0,5,37671.0,0,0.0,5,37671.0,0,0.0,5,37671.0,0,0.0,7,37671.0,0,0.0,8,739.0,0,0.0,8,739.0,0,0.0,13,739.0,0,0.0,4770,60.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
550,4152,12562,0,4,36639.0,0,0.0,4,36639.0,0,0.0,4,36639.0,0,0.0,4,36639.0,0,0.0,4,36639.0,2,37870.0,3,14425.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,768,100.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
551,27023,31891,1,6,102104.0,0,0.0,6,102104.0,0,0.0,6,102104.0,0,0.0,6,102104.0,0,0.0,6,102104.0,0,0.0,6,102104.0,0,0.0,6,102104.0,0,0.0,8,71504.0,1,2142191.25,3391,48.0,BANCO,Revolvente,Línea de Crédito,Mensual
552,664,2697,1,12,380905.0,0,0.0,12,380905.0,0,0.0,12,380905.0,0,0.0,13,380905.0,0,0.0,12,379705.0,0,0.0,8,76336.0,0,0.0,9,76336.0,2,113684.875,10,76336.0,0,0.0,2096,72.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
553,39,69,0,6,37771.0,0,0.0,6,37771.0,0,0.0,6,37771.0,0,0.0,6,37771.0,0,0.0,6,37771.0,0,0.0,6,37771.0,2,2365024.1875,6,37771.0,0,0.0,6,31861.0,0,0.0,2690,36.0,TIENDAS,Revolvente,Línea de Crédito,Mensual
554,79267,70532,1,9,518911.0,0,0.0,9,518911.0,0,0.0,9,518911.0,0,0.0,9,518911.0,0,0.0,9,184622.0,1,48121.6875,8,172466.0,0,0.0,6,162209.0,0,0.0,10,162209.0,0,0.0,10594,360.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
555,5217,10903,1,4,74353.0,0,0.0,4,74353.0,0,0.0,4,74353.0,0,0.0,4,74353.0,0,0.0,4,74353.0,1,121293.4375,3,54353.0,0,0.0,2,53555.0,0,0.0,8,53555.0,0,0.0,3453,0.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
556,55965,39462,1,7,517593.0,0,0.0,7,517593.0,0,0.0,7,517593.0,0,0.0,7,517593.0,0,0.0,7,517593.0,0,0.0,6,51917.0,0,0.0,4,24046.0,0,0.0,12,24046.0,4,67723.4375,1886,72.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
557,3417,4245,0,12,321919.0,0,0.0,12,321919.0,0,0.0,13,321919.0,0,0.0,14,321919.0,3,3619110.0625,14,321919.0,0,0.0,15,321919.0,0,0.0,12,314730.0,0,0.0,7,55913.0,1,1308.8125,4879,60.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
558,34684,9528,1,2,19628.0,0,0.0,2,19628.0,0,0.0,2,19628.0,0,0.0,2,19628.0,0,0.0,2,19628.0,0,0.0,2,19628.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,576,13.0,KONFIO,Pagos Fijos,Préstamo Personal ,Quincenal
559,10787,5034,0,2,5747.0,0,0.0,2,5747.0,0,0.0,2,5747.0,0,0.0,2,5747.0,1,45656.25,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,3,0.0,0,0.0,1745,18.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
560,1811,601,0,7,52625.0,0,0.0,7,52625.0,0,0.0,7,52625.0,0,0.0,7,52625.0,1,1598260950.0,8,52625.0,1,7486500.0,8,52625.0,5,12232679.0625,8,52625.0,0,0.0,8,52625.0,0,0.0,2417,72.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
561,10419,10050,1,12,174259.0,0,0.0,12,174259.0,0,0.0,12,174259.0,0,0.0,12,174259.0,0,0.0,13,174259.0,0,0.0,11,47147.0,0,0.0,12,47147.0,0,0.0,22,46015.0,0,0.0,3067,60.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
562,19638,43342,1,11,210413.0,0,0.0,11,210413.0,0,0.0,11,210413.0,0,0.0,11,210413.0,0,0.0,10,157517.0,0,0.0,11,157517.0,0,0.0,11,39288.0,0,0.0,22,35058.0,0,0.0,6458,48.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
563,100228,80283,1,5,26023.0,0,0.0,5,26023.0,0,0.0,5,26023.0,0,0.0,5,26023.0,0,0.0,5,26023.0,0,0.0,5,26023.0,0,0.0,2,244.0,0,0.0,1,0.0,0,0.0,7037,12.0,TIENDAS,Pagos Fijos,Línea de Crédito,Mensual
564,1914,1517,0,4,111024.0,0,0.0,4,111024.0,0,0.0,4,111024.0,0,0.0,4,111024.0,0,0.0,5,111024.0,0,0.0,4,110521.0,1,284590.625,4,110521.0,0,0.0,5,110521.0,1,8214624.6875,2832,119.0,TIENDAS,Sin Límite Preestablecido,Línea de Crédito,Mensual
565,1901413,58179,1,3,245429.0,0,0.0,3,245429.0,0,0.0,3,245429.0,0,0.0,3,245429.0,0,0.0,3,245429.0,0,0.0,3,245429.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,3563,50.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
566,27436,120312,1,6,235537.0,0,0.0,6,235537.0,0,0.0,6,235537.0,0,0.0,6,235537.0,0,0.0,6,235537.0,0,0.0,6,150489.0,0,0.0,5,91411.0,0,0.0,9,91411.0,0,0.0,5860,48.0,BANCO,Pagos Fijos,Línea de Crédito,Mensual
567,5368,17375,0,22,144629.0,0,0.0,22,144629.0,0,0.0,22,144629.0,0,0.0,22,144629.0,2,3424204.5625,23,144629.0,4,2131599.0,23,137471.0,2,1236919.125,15,99351.0,0,0.0,12,46723.0,0,0.0,5792,36.0,COMUNICACIONES,Pagos Fijos,Línea de Crédito,Mensual
568,17728,10851,1,5,27823.0,0,0.0,5,27823.0,0,0.0,5,27823.0,0,0.0,5,27823.0,0,0.0,5,27823.0,0,0.0,5,27823.0,0,0.0,5,27823.0,0,0.0,5,16335.0,0,0.0,4020,1.0,BANCO,Revolvente,Línea de Crédito,Mensual
569,110,5858,1,6,58666.0,0,0.0,6,58666.0,0,0.0,6,58666.0,0,0.0,6,58666.0,0,0.0,6,58666.0,0,0.0,6,58666.0,0,0.0,5,50286.0,0,0.0,4,27374.0,0,0.0,1151,119.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
570,6083,5627,1,10,831074.0,0,0.0,10,831074.0,0,0.0,10,831074.0,0,0.0,10,831074.0,0,0.0,10,831074.0,0,0.0,11,831074.0,0,0.0,9,106778.0,0,0.0,10,106778.0,0,0.0,3711,360.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
571,4198,935,0,2,6032.0,0,0.0,2,6032.0,0,0.0,2,6032.0,0,0.0,2,6032.0,0,0.0,2,6032.0,0,0.0,3,7520.0,1,572880.0,3,7520.0,0,0.0,6,7520.0,0,0.0,2631,78.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
572,8072,1012,0,4,606615.0,0,0.0,4,606615.0,0,0.0,4,606615.0,0,0.0,4,606615.0,1,4132560.25,4,606615.0,0,0.0,4,606615.0,1,3710472480.0,4,606615.0,0,0.0,4,606615.0,1,1779802.375,6308,360.0,TIENDAS,Pagos Fijos,Crédito al Consumo,Mensual
573,762,23987,0,5,216393.0,0,0.0,5,216393.0,0,0.0,5,216393.0,0,0.0,6,216393.0,0,0.0,8,216393.0,0,0.0,7,216393.0,0,0.0,5,216393.0,0,0.0,3,10860.0,0,0.0,1738,60.0,BANCO,Pagos Fijos,Línea de Crédito,Mensual
574,5355,10538,0,2,13765.0,0,0.0,2,13765.0,0,0.0,2,13765.0,0,0.0,2,13765.0,0,0.0,2,13765.0,0,0.0,2,13765.0,0,0.0,2,13765.0,0,0.0,0,0.0,0,0.0,663,18.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
575,193,1236,0,7,369403.0,0,0.0,7,369403.0,0,0.0,7,369403.0,0,0.0,7,369403.0,0,0.0,9,369403.0,2,20976.125,11,365233.0,4,435747.5,12,358485.0,0,0.0,24,358485.0,3,2450405.8125,8431,360.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Quincenal
576,9158,13278,0,5,62531.0,0,0.0,5,62531.0,0,0.0,5,62531.0,0,0.0,5,62531.0,0,0.0,5,62531.0,0,0.0,5,62531.0,2,35961297.5,5,62531.0,0,0.0,7,62531.0,0,0.0,3119,18.0,TIENDAS,Sin Límite Preestablecido,Línea de Crédito,Mensual
577,28534,11566,1,7,688576.0,0,0.0,7,688576.0,0,0.0,7,688576.0,0,0.0,7,688576.0,0,0.0,7,688576.0,0,0.0,8,688576.0,1,1906239.75,6,203508.0,0,0.0,10,203508.0,2,7534693.0625,5864,360.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Mensual
578,287419,248922,1,9,216861.0,0,0.0,9,216861.0,0,0.0,9,216861.0,0,0.0,9,216861.0,0,0.0,9,216861.0,0,0.0,9,216861.0,0,0.0,10,216861.0,0,0.0,10,211653.0,0,0.0,4444,36.0,BANCO,Sin Límite Preestablecido,Línea de Crédito,Mensual
579,2636,2267,0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,2875,18.0,TIENDAS,Pagos Fijos,Línea de Crédito,Mensual
580,115332,339328,1,4,65523.0,0,0.0,4,65523.0,0,0.0,4,65523.0,0,0.0,4,65523.0,0,0.0,6,65523.0,0,0.0,5,0.0,0,0.0,5,0.0,0,0.0,7,0.0,0,0.0,2443,30.0,TIENDAS,Revolvente,Tarjeta de Crédito,Mensual
581,57601,77285,0,7,973833.0,0,0.0,7,973833.0,0,0.0,7,973833.0,0,0.0,8,973833.0,1,66388796955.0,8,973833.0,3,92678983.125,11,973833.0,1,1506291.0,6,633264.0,0,0.0,10,668286.0,0,0.0,2543,720.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
